config_id,phase,mode,energy_eV,energy_per_atom_eV,max_force_eV_per_A,rms_force_eV_per_A,max_abs_stress_eV_per_A3,directory
O-FAPI3_cage_rattle_02,O-FAPI3,cage_rattle,-227.26774828,-4.734744755833334,0.15753521480741062,0.05415150554489587,0.0003492867282762937,O-FAPI3/O-FAPI3_cage_rattle_02
O-FAPI3_cage_rattle_03,O-FAPI3,cage_rattle,-227.23442878,-4.734050599583333,0.3870146205438664,0.10009963390951207,0.0009451736658370793,O-FAPI3/O-FAPI3_cage_rattle_03
O-FAPI3_cage_rattle_04,O-FAPI3,cage_rattle,-227.25230289,-4.734422976875,0.19727019061473072,0.07210944333984308,0.0009043762910961085,O-FAPI3/O-FAPI3_cage_rattle_04
O-FAPI3_cage_rattle_05,O-FAPI3,cage_rattle,-227.22985846,-4.733955384583333,0.2888473650143347,0.08895686186475164,0.0007262374727569111,O-FAPI3/O-FAPI3_cage_rattle_05
O-FAPI3_cage_rattle_06,O-FAPI3,cage_rattle,-227.26116542,-4.734607612916666,0.1870726746258678,0.054600568491411296,0.0005706166025213292,O-FAPI3/O-FAPI3_cage_rattle_06
O-FAPI3_cage_rattle_07,O-FAPI3,cage_rattle,-227.20563754,-4.733450782083334,0.5137799071460468,0.13395237836212442,0.0009068331051257843,O-FAPI3/O-FAPI3_cage_rattle_07
O-FAPI3_cage_rattle_08,O-FAPI3,cage_rattle,-227.26116402,-4.73460758375,0.2236982658984249,0.06190809187595747,0.0007202633873310356,O-FAPI3/O-FAPI3_cage_rattle_08
O-FAPI3_cage_rattle_09,O-FAPI3,cage_rattle,-227.27422582,-4.734879704583333,0.10160277812730516,0.04471191920714028,0.0005498436555391285,O-FAPI3/O-FAPI3_cage_rattle_09
O-FAPI3_cage_rattle_10,O-FAPI3,cage_rattle,-227.19355131,-4.733198985625,0.3930247143588817,0.1294512504841655,0.0010344182585640686,O-FAPI3/O-FAPI3_cage_rattle_10
O-FAPI3_cage_rattle_11,O-FAPI3,cage_rattle,-227.24357959,-4.734241241458333,0.250872249327594,0.08658954048467889,0.0007295473637708945,O-FAPI3/O-FAPI3_cage_rattle_11
O-FAPI3_cage_rattle_12,O-FAPI3,cage_rattle,-227.23705227,-4.734105255625,0.2772196216319438,0.08903196968596623,0.0006520739763874102,O-FAPI3/O-FAPI3_cage_rattle_12
O-FAPI3_cage_rattle_13,O-FAPI3,cage_rattle,-227.24947271,-4.734364014791667,0.24831488056390358,0.07422882958805735,0.0005492748043973955,O-FAPI3/O-FAPI3_cage_rattle_13
O-FAPI3_cage_rattle_14,O-FAPI3,cage_rattle,-227.2361562,-4.7340865875,0.25232563429718513,0.08765977885950024,0.0008594447279554262,O-FAPI3/O-FAPI3_cage_rattle_14
O-FAPI3_cage_rattle_15,O-FAPI3,cage_rattle,-227.12349607,-4.731739501458333,0.5133986147963885,0.16856416346818026,0.0020278198469640286,O-FAPI3/O-FAPI3_cage_rattle_15
O-FAPI3_cage_rattle_16,O-FAPI3,cage_rattle,-227.22517547,-4.733857822291667,0.24253596236662595,0.09995961270718218,0.0006805453879707492,O-FAPI3/O-FAPI3_cage_rattle_16
O-FAPI3_cage_rattle_17,O-FAPI3,cage_rattle,-227.20251926,-4.733385817916667,0.3411208954890061,0.12114736796614019,0.0012721503257127045,O-FAPI3/O-FAPI3_cage_rattle_17
O-FAPI3_mixed_01,O-FAPI3,mixed,-225.78938664,-4.703945555,8.677106150729939,2.5079588995307684,0.005726078455332308,O-FAPI3/O-FAPI3_mixed_01
O-FAPI3_mixed_02,O-FAPI3,mixed,-224.55275475,-4.6781823906249995,7.963287092770166,3.015079202266724,0.01274248666779697,O-FAPI3/O-FAPI3_mixed_02
O-FAPI3_mixed_03,O-FAPI3,mixed,-225.58672203,-4.699723375625,6.238496580315685,2.086822133056519,0.008860494058958123,O-FAPI3/O-FAPI3_mixed_03
O-FAPI3_mixed_04,O-FAPI3,mixed,-223.72101154,-4.660854407083334,11.895806110868156,3.2630327493444224,0.01167372042956227,O-FAPI3/O-FAPI3_mixed_04
O-FAPI3_mixed_05,O-FAPI3,mixed,-226.6852947,-4.72261030625,4.250676817925347,1.353987884311855,0.0030503886379016627,O-FAPI3/O-FAPI3_mixed_05
O-FAPI3_mixed_06,O-FAPI3,mixed,-224.73377851,-4.681953718958334,8.58583041272101,3.0013525228452393,0.01211626351800527,O-FAPI3/O-FAPI3_mixed_06
O-FAPI3_mixed_07,O-FAPI3,mixed,-226.50649733,-4.718885361041667,5.949349128125074,1.7079375812463833,0.00911254402945286,O-FAPI3/O-FAPI3_mixed_07
O-FAPI3_mixed_08,O-FAPI3,mixed,-225.4738165,-4.697371177083333,6.931984792491001,2.1902874185657533,0.010704944609312827,O-FAPI3/O-FAPI3_mixed_08
O-FAPI3_mixed_09,O-FAPI3,mixed,-225.23466047,-4.692388759791666,6.0986029646825095,2.3661496239268422,0.013058491222742476,O-FAPI3/O-FAPI3_mixed_09
O-FAPI3_mixed_10,O-FAPI3,mixed,-226.11531641,-4.7107357585416665,3.4716326661839267,1.1589080929233488,0.013809254992718964,O-FAPI3/O-FAPI3_mixed_10
O-FAPI3_mixed_11,O-FAPI3,mixed,-225.40660772,-4.695970994166667,12.056703529695628,2.986638794770808,0.025181528631877538,O-FAPI3/O-FAPI3_mixed_11
O-FAPI3_mixed_12,O-FAPI3,mixed,-222.55048831,-4.636468506458333,19.5961156836681,5.098734304744003,0.012243108122627277,O-FAPI3/O-FAPI3_mixed_12
O-FAPI3_mixed_13,O-FAPI3,mixed,-225.577699,-4.699535395833333,10.830754332238303,2.5382354095295403,0.008050902842134396,O-FAPI3/O-FAPI3_mixed_13
O-FAPI3_mixed_14,O-FAPI3,mixed,-226.09925061,-4.710401054375001,6.310860344378133,1.9798326763511203,0.010334756833321034,O-FAPI3/O-FAPI3_mixed_14
O-FAPI3_mixed_15,O-FAPI3,mixed,-225.38625384,-4.695546955,8.600024487767818,2.4602787130787354,0.013596412060439923,O-FAPI3/O-FAPI3_mixed_15
O-FAPI3_mixed_16,O-FAPI3,mixed,-226.17718895,-4.712024769791666,3.7065896095978426,1.2388252659921126,0.00728577384568961,O-FAPI3/O-FAPI3_mixed_16
O-FAPI3_mixed_17,O-FAPI3,mixed,-224.13075718,-4.669390774583333,7.580905787042793,2.88110439639726,0.0075963100522106934,O-FAPI3/O-FAPI3_mixed_17
O-FAPI3_small_rotation_01,O-FAPI3,small_rotation,-227.26771897,-4.734744145208333,0.20071628181384066,0.052906590158591636,0.0004149657106268518,O-FAPI3/O-FAPI3_small_rotation_01
O-FAPI3_small_rotation_02,O-FAPI3,small_rotation,-227.2856676,-4.735118075,0.015494099088175471,0.004652794037973984,0.0005062452475401894,O-FAPI3/O-FAPI3_small_rotation_02
O-FAPI3_small_rotation_03,O-FAPI3,small_rotation,-227.19257841,-4.733178716875,0.5861550343636716,0.1315386623656925,0.001843548152965284,O-FAPI3/O-FAPI3_small_rotation_03
O-FAPI3_small_rotation_04,O-FAPI3,small_rotation,-227.28565857,-4.735117886875,0.06782505080644909,0.012489497354441284,0.0004897068898734988,O-FAPI3/O-FAPI3_small_rotation_04
O-FAPI3_small_rotation_05,O-FAPI3,small_rotation,-227.28182497,-4.735038020208333,0.06105797018829401,0.01816198901086099,0.0003704339972853011,O-FAPI3/O-FAPI3_small_rotation_05
O-FAPI3_small_rotation_06,O-FAPI3,small_rotation,-227.24479011,-4.734266460625,0.3039397412605463,0.0661321036138024,0.0007738456197051007,O-FAPI3/O-FAPI3_small_rotation_06
O-FAPI3_small_rotation_07,O-FAPI3,small_rotation,-227.16781314,-4.7326627737499996,0.5338059760717657,0.13535611122618363,0.0009512930848029511,O-FAPI3/O-FAPI3_small_rotation_07
O-FAPI3_small_rotation_08,O-FAPI3,small_rotation,-227.28214606,-4.735044709583334,0.1390024573124238,0.026392443113524348,0.00040429546380258856,O-FAPI3/O-FAPI3_small_rotation_08
O-FAPI3_small_rotation_09,O-FAPI3,small_rotation,-227.24091649,-4.734185760208333,0.1692894421858023,0.04837734124683218,0.0004971819958290581,O-FAPI3/O-FAPI3_small_rotation_09
O-FAPI3_small_rotation_10,O-FAPI3,small_rotation,-227.25530314,-4.7344854820833335,0.1488706853894258,0.05339913212352821,0.0008457745621848984,O-FAPI3/O-FAPI3_small_rotation_10
O-FAPI3_small_rotation_11,O-FAPI3,small_rotation,-227.25143977,-4.734404995208333,0.22254326336869917,0.05462657062131679,0.00041103231157572017,O-FAPI3/O-FAPI3_small_rotation_11
O-FAPI3_small_rotation_12,O-FAPI3,small_rotation,-227.26092898,-4.734602687083333,0.17356470658593037,0.053664374466742076,0.0007584989346512877,O-FAPI3/O-FAPI3_small_rotation_12
O-FAPI3_small_rotation_13,O-FAPI3,small_rotation,-227.21766335,-4.733701319791667,0.2617618233815361,0.06883534467258655,0.0007780770071264294,O-FAPI3/O-FAPI3_small_rotation_13
O-FAPI3_small_rotation_14,O-FAPI3,small_rotation,-227.25055938,-4.73438665375,0.24940977447537896,0.06485259673936312,0.0005077541760619356,O-FAPI3/O-FAPI3_small_rotation_14
O-FAPI3_small_rotation_15,O-FAPI3,small_rotation,-227.28622018,-4.735129587083333,0.018828339592964642,0.003996704579800975,0.00048307145414064453,O-FAPI3/O-FAPI3_small_rotation_15
O-FAPI3_small_rotation_16,O-FAPI3,small_rotation,-227.19547253,-4.7332390110416664,0.25366030749969887,0.06937534700870365,0.001227394866752009,O-FAPI3/O-FAPI3_small_rotation_16
O-FAPI3_small_rotation_17,O-FAPI3,small_rotation,-227.2241616,-4.7338367,0.2632724567588395,0.06565760962400746,0.0002924900125967436,O-FAPI3/O-FAPI3_small_rotation_17
O-FAPI3_small_rotation_18,O-FAPI3,small_rotation,-227.22448115,-4.733843357291667,0.24396763178540018,0.06526692907412841,0.0006877413798797083,O-FAPI3/O-FAPI3_small_rotation_18
O-FAPI3_strain_rattle_01,O-FAPI3,strain_rattle,-227.04843571,-4.730175743958333,0.9753803872313955,0.38636526574333396,0.01270218440076741,O-FAPI3/O-FAPI3_strain_rattle_01
O-FAPI3_strain_rattle_02,O-FAPI3,strain_rattle,-227.0175223,-4.7295317145833335,0.9429047267412635,0.49036778931638486,0.015364611972497957,O-FAPI3/O-FAPI3_strain_rattle_02
O-FAPI3_strain_rattle_03,O-FAPI3,strain_rattle,-227.09055695,-4.7310532697916665,1.381779111577402,0.41377474621828597,0.007294176246414493,O-FAPI3/O-FAPI3_strain_rattle_03
O-FAPI3_strain_rattle_04,O-FAPI3,strain_rattle,-227.21890532,-4.733727194166667,0.6825016193916901,0.21512114008508623,0.002981578833433943,O-FAPI3/O-FAPI3_strain_rattle_04
O-FAPI3_strain_rattle_05,O-FAPI3,strain_rattle,-227.14354375,-4.732157161458333,0.9140510193164959,0.3582572245889123,0.00636941540496607,O-FAPI3/O-FAPI3_strain_rattle_05
O-FAPI3_strain_rattle_06,O-FAPI3,strain_rattle,-227.09503072,-4.731146473333333,1.4243753047236118,0.5709627096381146,0.012451017915889439,O-FAPI3/O-FAPI3_strain_rattle_06
O-FAPI3_strain_rattle_07,O-FAPI3,strain_rattle,-226.8586388,-4.726221641666666,1.2191540057178214,0.5699648607522715,0.017815455942521267,O-FAPI3/O-FAPI3_strain_rattle_07
O-FAPI3_strain_rattle_08,O-FAPI3,strain_rattle,-227.15975922,-4.7324949837500006,0.7688815343700004,0.3523943482707869,0.009051291007329123,O-FAPI3/O-FAPI3_strain_rattle_08
O-FAPI3_strain_rattle_09,O-FAPI3,strain_rattle,-227.22095433,-4.733769881875,0.5528550600168598,0.24557230592100365,0.005972131402855133,O-FAPI3/O-FAPI3_strain_rattle_09
O-FAPI3_strain_rattle_10,O-FAPI3,strain_rattle,-227.10125286,-4.73127610125,0.9733404803581236,0.4025419430356043,0.011153314521015386,O-FAPI3/O-FAPI3_strain_rattle_10
O-FAPI3_strain_rattle_11,O-FAPI3,strain_rattle,-227.0508197,-4.730225410416667,1.4228187728143673,0.5387776998546838,0.012373883074202452,O-FAPI3/O-FAPI3_strain_rattle_11
O-FAPI3_strain_rattle_12,O-FAPI3,strain_rattle,-227.12210604,-4.7317105425,0.7758190127253816,0.384584783407317,0.010402078574632014,O-FAPI3/O-FAPI3_strain_rattle_12
O-FAPI3_strain_rattle_13,O-FAPI3,strain_rattle,-227.07692589,-4.730769289375,1.326651851884084,0.5639278572183208,0.015825888438778548,O-FAPI3/O-FAPI3_strain_rattle_13
O-FAPI3_strain_rattle_14,O-FAPI3,strain_rattle,-227.15369584,-4.732368663333333,1.0085641802324938,0.3351988289455028,0.00684960532286404,O-FAPI3/O-FAPI3_strain_rattle_14
O-FAPI3_strain_rattle_15,O-FAPI3,strain_rattle,-227.08870057,-4.731014595208333,1.1955892268080968,0.3608808685419897,0.00532389053695022,O-FAPI3/O-FAPI3_strain_rattle_15
O-FAPI3_strain_rattle_16,O-FAPI3,strain_rattle,-227.15059771,-4.732304118958333,1.1343449012872522,0.4461648618685701,0.0065369835223100525,O-FAPI3/O-FAPI3_strain_rattle_16
O-FAPI3_strain_rattle_17,O-FAPI3,strain_rattle,-227.06829961,-4.730589575208334,1.511208836620537,0.566663781447149,0.012697979408688173,O-FAPI3/O-FAPI3_strain_rattle_17
O-FAPI3_wide_rotation_01,O-FAPI3,wide_rotation,-226.96705913,-4.728480398541667,0.6062569817169898,0.15621167761450105,0.0012203491391752559,O-FAPI3/O-FAPI3_wide_rotation_01
O-FAPI3_wide_rotation_02,O-FAPI3,wide_rotation,-226.02364674,-4.70882597375,1.7139629257972564,0.3941355092416179,0.005723594553153025,O-FAPI3/O-FAPI3_wide_rotation_02
O-FAPI3_wide_rotation_03,O-FAPI3,wide_rotation,-225.66923638,-4.701442424583333,4.041953259301724,0.7680034139769986,0.005690627632206678,O-FAPI3/O-FAPI3_wide_rotation_03
O-FAPI3_wide_rotation_04,O-FAPI3,wide_rotation,-226.35236218,-4.715674212083333,0.9871311747655048,0.2669379228880411,0.0032616499093531155,O-FAPI3/O-FAPI3_wide_rotation_04
O-FAPI3_wide_rotation_05,O-FAPI3,wide_rotation,-224.47097636,-4.676478674166667,2.479203742673872,0.6564713847435641,0.01301923342857457,O-FAPI3/O-FAPI3_wide_rotation_05
O-FAPI3_wide_rotation_06,O-FAPI3,wide_rotation,-226.82326808,-4.7254847516666665,0.61533029802626,0.22654049553481448,0.0006058255109947488,O-FAPI3/O-FAPI3_wide_rotation_06
O-FAPI3_wide_rotation_07,O-FAPI3,wide_rotation,-226.1101521,-4.71062816875,0.9761239752068942,0.3107597227945116,0.004632267543820597,O-FAPI3/O-FAPI3_wide_rotation_07
O-FAPI3_wide_rotation_08,O-FAPI3,wide_rotation,-224.8568976,-4.6845187,2.285969765857516,0.6039561129115539,0.008267770580365718,O-FAPI3/O-FAPI3_wide_rotation_08
O-FAPI3_wide_rotation_09,O-FAPI3,wide_rotation,-225.21791862,-4.69203997125,1.7881340169774371,0.5331337987024266,0.007943613796864113,O-FAPI3/O-FAPI3_wide_rotation_09
O-FAPI3_wide_rotation_10,O-FAPI3,wide_rotation,-226.92810663,-4.727668888125,0.384379414251667,0.15705084552475584,0.0010053365522184007,O-FAPI3/O-FAPI3_wide_rotation_10
O-FAPI3_wide_rotation_11,O-FAPI3,wide_rotation,-225.29382867,-4.693621430625,1.5315766242438849,0.45499719828968993,0.010266680761941625,O-FAPI3/O-FAPI3_wide_rotation_11
O-FAPI3_wide_rotation_12,O-FAPI3,wide_rotation,-225.64186249,-4.700872135208333,2.820452319123486,0.580018975373905,0.007051313034613468,O-FAPI3/O-FAPI3_wide_rotation_12
O-FAPI3_wide_rotation_13,O-FAPI3,wide_rotation,-226.56115245,-4.720024009375,0.7829843253357831,0.259748959461039,0.003305718090777923,O-FAPI3/O-FAPI3_wide_rotation_13
O-FAPI3_wide_rotation_14,O-FAPI3,wide_rotation,-225.77241994,-4.7035920820833335,2.4453904970435874,0.6561832913713448,0.00657761668918743,O-FAPI3/O-FAPI3_wide_rotation_14
t-FAPI3_all_rattle_01,t-FAPI3,all_rattle,-111.27172711,-4.636321962916667,13.199378234151066,4.101190865925405,0.010076343912657349,t-FAPI3/t-FAPI3_all_rattle_01
t-FAPI3_all_rattle_02,t-FAPI3,all_rattle,-112.65706675,-4.694044447916666,6.117128457812102,2.082170420512458,0.006375070468135994,t-FAPI3/t-FAPI3_all_rattle_02
t-FAPI3_all_rattle_03,t-FAPI3,all_rattle,-112.74528053,-4.697720022083334,5.699236158063105,2.4856879983105684,0.005432642267401136,t-FAPI3/t-FAPI3_all_rattle_03
t-FAPI3_all_rattle_04,t-FAPI3,all_rattle,-112.09649799,-4.67068741625,8.57046697180498,3.2070925509806796,0.006186561532180361,t-FAPI3/t-FAPI3_all_rattle_04
t-FAPI3_all_rattle_05,t-FAPI3,all_rattle,-112.38156388,-4.682565161666667,7.517811921804428,2.847909646638798,0.008920062310523513,t-FAPI3/t-FAPI3_all_rattle_05
t-FAPI3_all_rattle_06,t-FAPI3,all_rattle,-111.74340197,-4.655975082083333,8.660716322948668,3.582926675618504,0.018552805760676847,t-FAPI3/t-FAPI3_all_rattle_06
t-FAPI3_all_rattle_07,t-FAPI3,all_rattle,-111.32766733,-4.638652805416666,12.510463803081631,4.618939274278973,0.01666194129500557,t-FAPI3/t-FAPI3_all_rattle_07
t-FAPI3_all_rattle_08,t-FAPI3,all_rattle,-112.53508526,-4.688961885833334,7.6832938876780466,2.928099557607807,0.012669722598913111,t-FAPI3/t-FAPI3_all_rattle_08
t-FAPI3_all_rattle_09,t-FAPI3,all_rattle,-111.84073514,-4.660030630833334,9.26158661200864,3.591537042710882,0.01915619444295414,t-FAPI3/t-FAPI3_all_rattle_09
t-FAPI3_all_rattle_10,t-FAPI3,all_rattle,-110.75982008,-4.614992503333333,15.423598172486644,4.845284698138571,0.017919714522899623,t-FAPI3/t-FAPI3_all_rattle_10
t-FAPI3_all_rattle_11,t-FAPI3,all_rattle,-110.93953205,-4.6224805020833335,11.616852065165059,5.043759727172863,0.013071613895815501,t-FAPI3/t-FAPI3_all_rattle_11
t-FAPI3_all_rattle_12,t-FAPI3,all_rattle,-111.58280723,-4.649283634583333,10.888858194628128,4.289615653726155,0.009787048135910486,t-FAPI3/t-FAPI3_all_rattle_12
t-FAPI3_all_rattle_13,t-FAPI3,all_rattle,-112.81334263,-4.700555942916666,5.108933754080453,1.9778026221936043,0.005443180899522461,t-FAPI3/t-FAPI3_all_rattle_13
t-FAPI3_all_rattle_14,t-FAPI3,all_rattle,-112.71324547,-4.696385227916667,6.475431355385325,2.7589641798279927,0.009694926719280213,t-FAPI3/t-FAPI3_all_rattle_14
t-FAPI3_all_rattle_15,t-FAPI3,all_rattle,-111.97226949,-4.66551122875,9.505723393452243,3.9039775311161526,0.016459081107320576,t-FAPI3/t-FAPI3_all_rattle_15
t-FAPI3_all_rattle_16,t-FAPI3,all_rattle,-112.63647017,-4.693186257083333,8.701570553542785,2.886104422351108,0.01099082686726969,t-FAPI3/t-FAPI3_all_rattle_16
t-FAPI3_all_rattle_17,t-FAPI3,all_rattle,-113.20207076,-4.716752948333333,4.157424104309707,1.6376133550241827,0.008638804018428979,t-FAPI3/t-FAPI3_all_rattle_17
t-FAPI3_cage_rattle_01,t-FAPI3,cage_rattle,-113.49991689,-4.72916320375,0.1964986339385852,0.07548048396531884,0.0016557378728166748,t-FAPI3/t-FAPI3_cage_rattle_01
t-FAPI3_cage_rattle_02,t-FAPI3,cage_rattle,-113.49865494,-4.7291106224999995,0.1800383648489027,0.06001095562473878,0.001488672259372417,t-FAPI3/t-FAPI3_cage_rattle_02
t-FAPI3_cage_rattle_03,t-FAPI3,cage_rattle,-113.47013516,-4.7279222983333336,0.3213098834982679,0.12344000768874536,0.0012253266678050382,t-FAPI3/t-FAPI3_cage_rattle_03
t-FAPI3_cage_rattle_04,t-FAPI3,cage_rattle,-113.47618242,-4.7281742675,0.30489765393072493,0.10922349821934436,0.001521391991591343,t-FAPI3/t-FAPI3_cage_rattle_04
t-FAPI3_cage_rattle_05,t-FAPI3,cage_rattle,-113.40279892,-4.7251166216666665,0.734206322791985,0.24303486677875558,0.002319948351352201,t-FAPI3/t-FAPI3_cage_rattle_05
t-FAPI3_cage_rattle_06,t-FAPI3,cage_rattle,-113.49999821,-4.729166592083334,0.15805201269166616,0.0589888960886787,0.0014151787765245615,t-FAPI3/t-FAPI3_cage_rattle_06
t-FAPI3_cage_rattle_07,t-FAPI3,cage_rattle,-113.50533554,-4.729388980833334,0.13787703434000095,0.04564859581503074,0.0016135118728103715,t-FAPI3/t-FAPI3_cage_rattle_07
t-FAPI3_cage_rattle_08,t-FAPI3,cage_rattle,-113.50697063,-4.7294571095833335,0.13788315471864282,0.04769109240453377,0.001716254028614521,t-FAPI3/t-FAPI3_cage_rattle_08
t-FAPI3_cage_rattle_09,t-FAPI3,cage_rattle,-113.45138338,-4.727140974166667,0.35843437841795367,0.13817792691017733,0.0018390233022678745,t-FAPI3/t-FAPI3_cage_rattle_09
t-FAPI3_cage_rattle_10,t-FAPI3,cage_rattle,-113.47265745,-4.72802739375,0.4173720471743525,0.12569553011574963,0.0017642416218685095,t-FAPI3/t-FAPI3_cage_rattle_10
t-FAPI3_cage_rattle_11,t-FAPI3,cage_rattle,-113.48109525,-4.7283789687499995,0.2596507152699784,0.09269568204096651,0.0014182338267209348,t-FAPI3/t-FAPI3_cage_rattle_11
t-FAPI3_cage_rattle_12,t-FAPI3,cage_rattle,-113.47155396,-4.7279814149999995,0.33852663587233,0.13002160130560683,0.0015564961800246487,t-FAPI3/t-FAPI3_cage_rattle_12
t-FAPI3_cage_rattle_13,t-FAPI3,cage_rattle,-113.50191253,-4.729246355416667,0.10601980775867734,0.044169282277669704,0.0017568006944169237,t-FAPI3/t-FAPI3_cage_rattle_13
t-FAPI3_cage_rattle_14,t-FAPI3,cage_rattle,-113.44917011,-4.7270487545833335,0.45665501650783347,0.15505008957285535,0.0017886321662645998,t-FAPI3/t-FAPI3_cage_rattle_14
t-FAPI3_cage_rattle_15,t-FAPI3,cage_rattle,-113.49375622,-4.728906509166666,0.20627228820641394,0.07874534121150478,0.001206765692932523,t-FAPI3/t-FAPI3_cage_rattle_15
t-FAPI3_cage_rattle_16,t-FAPI3,cage_rattle,-113.47103095,-4.727959622916667,0.3581512246741262,0.11111746501123247,0.0019370819170050893,t-FAPI3/t-FAPI3_cage_rattle_16
t-FAPI3_cage_rattle_17,t-FAPI3,cage_rattle,-113.44672807,-4.726947002916667,0.3862284877763779,0.13830968496651594,0.0018644451686658891,t-FAPI3/t-FAPI3_cage_rattle_17
t-FAPI3_mixed_01,t-FAPI3,mixed,-112.28463104,-4.678526293333333,9.563427807616481,3.0904375966935955,0.005542456670954314,t-FAPI3/t-FAPI3_mixed_01
t-FAPI3_mixed_02,t-FAPI3,mixed,-112.53734628,-4.689056095,5.393660281119731,2.658563851414698,0.019343760549024237,t-FAPI3/t-FAPI3_mixed_02
t-FAPI3_mixed_03,t-FAPI3,mixed,-111.46771745,-4.644488227083333,13.974074167697609,4.344908767061334,0.007955736817352517,t-FAPI3/t-FAPI3_mixed_03
t-FAPI3_mixed_04,t-FAPI3,mixed,-113.09119411,-4.7121330879166665,3.5339969110111182,1.5611240051241335,0.006034817051051554,t-FAPI3/t-FAPI3_mixed_04
t-FAPI3_mixed_05,t-FAPI3,mixed,-112.03256201,-4.668023417083334,10.580837048579756,4.106269994634667,0.021938454489773565,t-FAPI3/t-FAPI3_mixed_05
t-FAPI3_mixed_06,t-FAPI3,mixed,-113.24197118,-4.718415465833333,2.8374279853301387,1.231589077970223,0.010742539628000545,t-FAPI3/t-FAPI3_mixed_06
t-FAPI3_mixed_07,t-FAPI3,mixed,-112.33315601,-4.680548167083333,7.172717522337983,3.0544429041138903,0.017714506466726742,t-FAPI3/t-FAPI3_mixed_07
t-FAPI3_mixed_08,t-FAPI3,mixed,-112.20266544,-4.67511106,9.51683836842121,2.7830127235762685,0.019733295698830863,t-FAPI3/t-FAPI3_mixed_08
t-FAPI3_mixed_09,t-FAPI3,mixed,-112.71763091,-4.696567954583333,3.9269157420543004,1.7470786695806524,0.007205888795353468,t-FAPI3/t-FAPI3_mixed_09
