config_id,phase,mode,energy_eV,energy_per_atom_eV,max_force_eV_per_A,rms_force_eV_per_A,max_abs_stress_eV_per_A3,directory
O-FAPI3_al_combined_11__combined_strain_rattle_fa_rotation__sev-0.557__seed-new,O-FAPI3,active_learning,-214.98782984,-4.478913121666666,21.264161543166757,7.053669923050133,0.016939106311792712,O-FAPI3/O-FAPI3_al_combined_11__combined_strain_rattle_fa_rotation__sev-0.557__seed-new
O-FAPI3_al_combined_12__combined_strain_rattle_fa_rotation__sev-0.573__seed-new,O-FAPI3,active_learning,-211.13105876,-4.398563724166666,50.481142242978464,13.654178026047,0.041152338608634875,O-FAPI3/O-FAPI3_al_combined_12__combined_strain_rattle_fa_rotation__sev-0.573__seed-new
O-FAPI3_al_combined_13__combined_strain_rattle_fa_rotation__sev-0.588__seed-parity,O-FAPI3,active_learning,-215.27365683,-4.484867850625,22.33682910734789,7.120262309169519,0.050557435315436106,O-FAPI3/O-FAPI3_al_combined_13__combined_strain_rattle_fa_rotation__sev-0.588__seed-parity
O-FAPI3_al_combined_14__combined_strain_rattle_fa_rotation__sev-0.603__seed-new,O-FAPI3,active_learning,-212.14779809,-4.419745793541667,32.45368794975643,10.572360145394805,0.0530275576219418,O-FAPI3/O-FAPI3_al_combined_14__combined_strain_rattle_fa_rotation__sev-0.603__seed-new
O-FAPI3_al_combined_15__combined_strain_rattle_fa_rotation__sev-0.618__seed-new,O-FAPI3,active_learning,-191.50096325,-3.9896034010416668,63.60382698075595,21.695799440390136,0.1079071512375922,O-FAPI3/O-FAPI3_al_combined_15__combined_strain_rattle_fa_rotation__sev-0.618__seed-new
O-FAPI3_al_combined_16__combined_strain_rattle_fa_rotation__sev-0.632__seed-new,O-FAPI3,active_learning,-213.94395607,-4.457165751458334,42.115290108820034,10.03061646027005,0.011935550844857267,O-FAPI3/O-FAPI3_al_combined_16__combined_strain_rattle_fa_rotation__sev-0.632__seed-new
O-FAPI3_al_combined_17__combined_strain_rattle_fa_rotation__sev-0.647__seed-new,O-FAPI3,active_learning,-206.32579703,-4.2984541047916665,56.110340066348776,15.135828057041232,0.04080157278625046,O-FAPI3/O-FAPI3_al_combined_17__combined_strain_rattle_fa_rotation__sev-0.647__seed-new
O-FAPI3_al_combined_18__combined_strain_rattle_fa_rotation__sev-0.662__seed-parity,O-FAPI3,active_learning,-213.86547835,-4.455530798958333,28.255655887013916,8.003362902572272,0.02385021564034546,O-FAPI3/O-FAPI3_al_combined_18__combined_strain_rattle_fa_rotation__sev-0.662__seed-parity
O-FAPI3_al_combined_19__combined_strain_rattle_fa_rotation__sev-0.677__seed-new,O-FAPI3,active_learning,-208.879953,-4.3516656875,43.231907261854474,11.096507115386451,0.019438609255482155,O-FAPI3/O-FAPI3_al_combined_19__combined_strain_rattle_fa_rotation__sev-0.677__seed-new
O-FAPI3_al_combined_20__combined_strain_rattle_fa_rotation__sev-0.693__seed-new,O-FAPI3,active_learning,-209.437472,-4.363280666666667,66.59417827713591,14.392086555466673,0.022011987999419447,O-FAPI3/O-FAPI3_al_combined_20__combined_strain_rattle_fa_rotation__sev-0.693__seed-new
O-FAPI3_al_global_rattle_01__global_rattle__sev-0.207__seed-new,O-FAPI3,active_learning,-221.16976452,-4.6077034275,16.526739323319596,5.060405368520044,0.0067720688213402744,O-FAPI3/O-FAPI3_al_global_rattle_01__global_rattle__sev-0.207__seed-new
O-FAPI3_al_global_rattle_02__global_rattle__sev-0.220__seed-new,O-FAPI3,active_learning,-217.6884345,-4.53517571875,24.672918771029348,7.10771997589477,0.02189551781905517,O-FAPI3/O-FAPI3_al_global_rattle_02__global_rattle__sev-0.220__seed-new
O-FAPI3_al_global_rattle_03__global_rattle__sev-0.233__seed-parity,O-FAPI3,active_learning,-222.6347432,-4.638223816666667,16.031941398937207,4.296786568506837,0.012688309956644701,O-FAPI3/O-FAPI3_al_global_rattle_03__global_rattle__sev-0.233__seed-parity
O-FAPI3_al_global_rattle_04__global_rattle__sev-0.247__seed-new,O-FAPI3,active_learning,-218.98749716,-4.5622395241666664,16.72840259544784,6.089880638243772,0.013557841537566393,O-FAPI3/O-FAPI3_al_global_rattle_04__global_rattle__sev-0.247__seed-new
O-FAPI3_al_global_rattle_05__global_rattle__sev-0.260__seed-new,O-FAPI3,active_learning,-220.28934343,-4.589361321458333,19.992364272205737,5.560410480873551,0.006800579529465071,O-FAPI3/O-FAPI3_al_global_rattle_05__global_rattle__sev-0.260__seed-new
O-FAPI3_al_global_rattle_06__global_rattle__sev-0.273__seed-new,O-FAPI3,active_learning,-220.86096974,-4.601270202916667,23.871890204499298,6.184674952099624,0.015111322644260622,O-FAPI3/O-FAPI3_al_global_rattle_06__global_rattle__sev-0.273__seed-new
O-FAPI3_al_global_rattle_07__global_rattle__sev-0.287__seed-new,O-FAPI3,active_learning,-216.68565545,-4.514284488541667,33.27438088339388,7.746037171185228,0.027197771178462074,O-FAPI3/O-FAPI3_al_global_rattle_07__global_rattle__sev-0.287__seed-new
O-FAPI3_al_global_rattle_08__global_rattle__sev-0.300__seed-parity,O-FAPI3,active_learning,-217.44820644,-4.5301709675,25.975509343121516,7.707857236592928,0.02082498066495317,O-FAPI3/O-FAPI3_al_global_rattle_08__global_rattle__sev-0.300__seed-parity
O-FAPI3_al_global_rattle_09__global_rattle__sev-0.313__seed-new,O-FAPI3,active_learning,-215.47985865,-4.489163721875,31.894251540160298,9.068593684535971,0.013562451016886043,O-FAPI3/O-FAPI3_al_global_rattle_09__global_rattle__sev-0.313__seed-new
O-FAPI3_al_global_rattle_10__global_rattle__sev-0.327__seed-new,O-FAPI3,active_learning,-221.47175356,-4.613994865833333,20.05112541635901,4.737920311818045,0.0077604305034682484,O-FAPI3/O-FAPI3_al_global_rattle_10__global_rattle__sev-0.327__seed-new
O-FAPI3_al_global_rattle_11__global_rattle__sev-0.340__seed-new,O-FAPI3,active_learning,-216.29379794,-4.5061207904166665,34.37397964777187,8.545554962101921,0.031972471127697535,O-FAPI3/O-FAPI3_al_global_rattle_11__global_rattle__sev-0.340__seed-new
O-FAPI3_al_global_rattle_12__global_rattle__sev-0.353__seed-new,O-FAPI3,active_learning,-217.69604407,-4.535334251458333,23.129969741151516,6.6993078640093575,0.015260639690143208,O-FAPI3/O-FAPI3_al_global_rattle_12__global_rattle__sev-0.353__seed-new
O-FAPI3_al_global_rattle_13__global_rattle__sev-0.367__seed-parity,O-FAPI3,active_learning,-217.75589354,-4.536581115416666,22.728319576109325,6.22178638190866,0.018475329495957656,O-FAPI3/O-FAPI3_al_global_rattle_13__global_rattle__sev-0.367__seed-parity
O-FAPI3_al_global_rattle_14__global_rattle__sev-0.380__seed-new,O-FAPI3,active_learning,-219.41467544,-4.571139071666667,19.7623396934458,5.591435641704308,0.03763106582462497,O-FAPI3/O-FAPI3_al_global_rattle_14__global_rattle__sev-0.380__seed-new
O-FAPI3_al_global_rattle_15__global_rattle__sev-0.393__seed-new,O-FAPI3,active_learning,-217.83199405,-4.538166542708333,18.966370853637482,6.260506188567654,0.026854551459199523,O-FAPI3/O-FAPI3_al_global_rattle_15__global_rattle__sev-0.393__seed-new
O-FAPI3_al_global_rattle_16__global_rattle__sev-0.407__seed-new,O-FAPI3,active_learning,-216.73963703,-4.515409104791667,23.637731985513536,6.142618062520621,0.01588891318192427,O-FAPI3/O-FAPI3_al_global_rattle_16__global_rattle__sev-0.407__seed-new
O-FAPI3_al_global_rattle_17__global_rattle__sev-0.420__seed-new,O-FAPI3,active_learning,-216.5648229,-4.51176714375,27.492761950169815,7.528973189153733,0.02958157604143215,O-FAPI3/O-FAPI3_al_global_rattle_17__global_rattle__sev-0.420__seed-new
O-FAPI3_al_global_rattle_18__global_rattle__sev-0.433__seed-parity,O-FAPI3,active_learning,-206.56230476,-4.303381349166666,44.99164014996027,13.595926117529109,0.02875360625784011,O-FAPI3/O-FAPI3_al_global_rattle_18__global_rattle__sev-0.433__seed-parity
O-FAPI3_al_global_rattle_19__global_rattle__sev-0.447__seed-new,O-FAPI3,active_learning,-215.65021219,-4.492712753958333,15.031829819152694,5.732830263259768,0.015875727101360038,O-FAPI3/O-FAPI3_al_global_rattle_19__global_rattle__sev-0.447__seed-new
O-FAPI3_al_global_rattle_20__global_rattle__sev-0.460__seed-new,O-FAPI3,active_learning,-208.98328994,-4.3538185404166665,30.35600099390012,10.572509874483538,0.04460638338631786,O-FAPI3/O-FAPI3_al_global_rattle_20__global_rattle__sev-0.460__seed-new
O-FAPI3_al_global_rattle_21__global_rattle__sev-0.473__seed-new,O-FAPI3,active_learning,-215.13221509,-4.481921147708333,29.232029416838717,8.700463254861582,0.02135873729259201,O-FAPI3/O-FAPI3_al_global_rattle_21__global_rattle__sev-0.473__seed-new
O-FAPI3_al_global_rattle_22__global_rattle__sev-0.487__seed-new,O-FAPI3,active_learning,-217.41670091,-4.529514602291667,14.668105906496608,5.53887282474077,0.012104458764550212,O-FAPI3/O-FAPI3_al_global_rattle_22__global_rattle__sev-0.487__seed-new
O-FAPI3_al_global_rattle_23__global_rattle__sev-0.500__seed-parity,O-FAPI3,active_learning,-205.78248617,-4.287135128541666,51.396255073845495,13.82326161516933,0.04200262003348789,O-FAPI3/O-FAPI3_al_global_rattle_23__global_rattle__sev-0.500__seed-parity
O-FAPI3_al_global_rattle_24__global_rattle__sev-0.513__seed-new,O-FAPI3,active_learning,-212.68584764,-4.4309551591666665,39.017146993597436,9.746699828833,0.01503191184251239,O-FAPI3/O-FAPI3_al_global_rattle_24__global_rattle__sev-0.513__seed-new
O-FAPI3_al_global_rattle_25__global_rattle__sev-0.527__seed-new,O-FAPI3,active_learning,-204.53035543,-4.261049071458333,52.43465283136735,14.729553869942185,0.0525522127441594,O-FAPI3/O-FAPI3_al_global_rattle_25__global_rattle__sev-0.527__seed-new
O-FAPI3_al_global_rattle_26__global_rattle__sev-0.540__seed-new,O-FAPI3,active_learning,-206.26639225,-4.2972165052083335,50.09160897229848,12.648868671534453,0.05781807295611738,O-FAPI3/O-FAPI3_al_global_rattle_26__global_rattle__sev-0.540__seed-new
O-FAPI3_al_global_rattle_27__global_rattle__sev-0.553__seed-new,O-FAPI3,active_learning,-213.65305547,-4.451105322291666,20.401059380567723,8.26434630660639,0.020741379195389143,O-FAPI3/O-FAPI3_al_global_rattle_27__global_rattle__sev-0.553__seed-new
O-FAPI3_al_global_rattle_28__global_rattle__sev-0.567__seed-parity,O-FAPI3,active_learning,-201.08221316,-4.189212774166667,37.38450145089571,14.215898081105713,0.047159316968607715,O-FAPI3/O-FAPI3_al_global_rattle_28__global_rattle__sev-0.567__seed-parity
O-FAPI3_al_global_rattle_29__global_rattle__sev-0.580__seed-new,O-FAPI3,active_learning,-206.52835075,-4.302673973958333,39.92649899162984,11.921132921848606,0.09474943176002684,O-FAPI3/O-FAPI3_al_global_rattle_29__global_rattle__sev-0.580__seed-new
O-FAPI3_al_global_rattle_30__global_rattle__sev-0.593__seed-new,O-FAPI3,active_learning,-205.99763073,-4.291617306875,33.839042264702925,10.466630170593177,0.014970225778243989,O-FAPI3/O-FAPI3_al_global_rattle_30__global_rattle__sev-0.593__seed-new
t-FAPI3_al_combined_01__combined_strain_rattle_fa_rotation__sev-0.208__seed-new,t-FAPI3,active_learning,-111.71877582,-4.6549489925000005,11.510253440480126,3.713272062891966,0.00781509702953219,t-FAPI3/t-FAPI3_al_combined_01__combined_strain_rattle_fa_rotation__sev-0.208__seed-new
t-FAPI3_al_combined_02__combined_strain_rattle_fa_rotation__sev-0.224__seed-new,t-FAPI3,active_learning,-110.84981745,-4.61874239375,13.242031019776993,5.098952981256729,0.01840275196705704,t-FAPI3/t-FAPI3_al_combined_02__combined_strain_rattle_fa_rotation__sev-0.224__seed-new
t-FAPI3_al_combined_03__combined_strain_rattle_fa_rotation__sev-0.240__seed-parity,t-FAPI3,active_learning,-112.19311359,-4.67471306625,7.456635590243239,3.1043619273693555,0.004321541202207012,t-FAPI3/t-FAPI3_al_combined_03__combined_strain_rattle_fa_rotation__sev-0.240__seed-parity
t-FAPI3_al_combined_04__combined_strain_rattle_fa_rotation__sev-0.256__seed-new,t-FAPI3,active_learning,-110.01469132,-4.5839454716666665,13.831168930254421,5.822320062873685,0.037631919145028135,t-FAPI3/t-FAPI3_al_combined_04__combined_strain_rattle_fa_rotation__sev-0.256__seed-new
t-FAPI3_al_combined_05__combined_strain_rattle_fa_rotation__sev-0.272__seed-new,t-FAPI3,active_learning,-111.42425341,-4.642677225416667,11.438977555821712,3.436899044418369,0.0280884981941187,t-FAPI3/t-FAPI3_al_combined_05__combined_strain_rattle_fa_rotation__sev-0.272__seed-new
t-FAPI3_al_combined_06__combined_strain_rattle_fa_rotation__sev-0.288__seed-new,t-FAPI3,active_learning,-108.82518598,-4.534382749166666,26.142429309037183,7.856382986814791,0.03379350774883059,t-FAPI3/t-FAPI3_al_combined_06__combined_strain_rattle_fa_rotation__sev-0.288__seed-new
t-FAPI3_al_combined_07__combined_strain_rattle_fa_rotation__sev-0.304__seed-new,t-FAPI3,active_learning,-109.94367264,-4.58098636,12.524702929523224,5.268664478771723,0.016544513710831953,t-FAPI3/t-FAPI3_al_combined_07__combined_strain_rattle_fa_rotation__sev-0.304__seed-new
t-FAPI3_al_combined_08__combined_strain_rattle_fa_rotation__sev-0.320__seed-parity,t-FAPI3,active_learning,-109.55953238,-4.564980515833333,14.551528541889416,5.776389462576444,0.04586769068775068,t-FAPI3/t-FAPI3_al_combined_08__combined_strain_rattle_fa_rotation__sev-0.320__seed-parity
t-FAPI3_al_combined_09__combined_strain_rattle_fa_rotation__sev-0.336__seed-new,t-FAPI3,active_learning,-110.78925813,-4.616219088749999,12.16189101767368,4.591546904620718,0.028852557845287966,t-FAPI3/t-FAPI3_al_combined_09__combined_strain_rattle_fa_rotation__sev-0.336__seed-new
t-FAPI3_al_combined_10__combined_strain_rattle_fa_rotation__sev-0.352__seed-new,t-FAPI3,active_learning,-111.11683488,-4.62986812,10.600670432595948,4.032613875564952,0.01872813423342646,t-FAPI3/t-FAPI3_al_combined_10__combined_strain_rattle_fa_rotation__sev-0.352__seed-new
t-FAPI3_al_combined_11__combined_strain_rattle_fa_rotation__sev-0.368__seed-new,t-FAPI3,active_learning,-108.60019201,-4.525008000416666,16.294041925856426,6.709430615617409,0.029531453658570326,t-FAPI3/t-FAPI3_al_combined_11__combined_strain_rattle_fa_rotation__sev-0.368__seed-new
t-FAPI3_al_combined_12__combined_strain_rattle_fa_rotation__sev-0.384__seed-new,t-FAPI3,active_learning,-110.6904743,-4.6121030958333336,11.787625067409811,4.403096564170933,0.011891105158236,t-FAPI3/t-FAPI3_al_combined_12__combined_strain_rattle_fa_rotation__sev-0.384__seed-new
t-FAPI3_al_combined_13__combined_strain_rattle_fa_rotation__sev-0.400__seed-parity,t-FAPI3,active_learning,-110.78803501,-4.616168125416666,14.109669974412059,4.834259477255726,0.014123329223654092,t-FAPI3/t-FAPI3_al_combined_13__combined_strain_rattle_fa_rotation__sev-0.400__seed-parity
t-FAPI3_al_combined_14__combined_strain_rattle_fa_rotation__sev-0.416__seed-new,t-FAPI3,active_learning,-110.61724783,-4.609051992916666,12.504140097589092,4.662116951447884,0.009773257883504376,t-FAPI3/t-FAPI3_al_combined_14__combined_strain_rattle_fa_rotation__sev-0.416__seed-new
t-FAPI3_al_combined_15__combined_strain_rattle_fa_rotation__sev-0.432__seed-new,t-FAPI3,active_learning,-109.65502066,-4.568959194166667,20.30126060639219,6.086287108891583,0.023565319103924853,t-FAPI3/t-FAPI3_al_combined_15__combined_strain_rattle_fa_rotation__sev-0.432__seed-new
t-FAPI3_al_combined_16__combined_strain_rattle_fa_rotation__sev-0.448__seed-new,t-FAPI3,active_learning,-105.06246287,-4.3776026195833335,51.28189785325912,15.140219267393382,0.0653039104563621,t-FAPI3/t-FAPI3_al_combined_16__combined_strain_rattle_fa_rotation__sev-0.448__seed-new
t-FAPI3_al_combined_17__combined_strain_rattle_fa_rotation__sev-0.464__seed-new,t-FAPI3,active_learning,-110.64475339,-4.610198057916667,12.554568845340714,4.860807972949991,0.02731862419022511,t-FAPI3/t-FAPI3_al_combined_17__combined_strain_rattle_fa_rotation__sev-0.464__seed-new
t-FAPI3_al_combined_18__combined_strain_rattle_fa_rotation__sev-0.480__seed-parity,t-FAPI3,active_learning,-106.45757755,-4.4357323979166665,30.532269079055176,9.602193967453852,0.03598256704757928,t-FAPI3/t-FAPI3_al_combined_18__combined_strain_rattle_fa_rotation__sev-0.480__seed-parity
t-FAPI3_al_combined_19__combined_strain_rattle_fa_rotation__sev-0.496__seed-new,t-FAPI3,active_learning,-107.63709789,-4.484879078750001,21.638365734823893,6.433515090572852,0.03369025375807057,t-FAPI3/t-FAPI3_al_combined_19__combined_strain_rattle_fa_rotation__sev-0.496__seed-new
t-FAPI3_al_combined_20__combined_strain_rattle_fa_rotation__sev-0.512__seed-new,t-FAPI3,active_learning,-109.05034235,-4.543764264583333,20.406013440707188,6.784414094129988,0.03222582763953911,t-FAPI3/t-FAPI3_al_combined_20__combined_strain_rattle_fa_rotation__sev-0.512__seed-new
t-FAPI3_al_combined_21__combined_strain_rattle_fa_rotation__sev-0.528__seed-new,t-FAPI3,active_learning,-111.21935173,-4.634139655416667,10.86945523327787,3.2153606534279255,0.006380718802959081,t-FAPI3/t-FAPI3_al_combined_21__combined_strain_rattle_fa_rotation__sev-0.528__seed-new
t-FAPI3_al_combined_22__combined_strain_rattle_fa_rotation__sev-0.544__seed-new,t-FAPI3,active_learning,-103.29283392,-4.30386808,38.06611359483661,13.178862435277637,0.0511146583945959,t-FAPI3/t-FAPI3_al_combined_22__combined_strain_rattle_fa_rotation__sev-0.544__seed-new
t-FAPI3_al_combined_23__combined_strain_rattle_fa_rotation__sev-0.560__seed-parity,t-FAPI3,active_learning,-110.33156631,-4.59714859625,10.394960428398223,4.070528752350634,0.008298609246564285,t-FAPI3/t-FAPI3_al_combined_23__combined_strain_rattle_fa_rotation__sev-0.560__seed-parity
t-FAPI3_al_combined_24__combined_strain_rattle_fa_rotation__sev-0.576__seed-new,t-FAPI3,active_learning,-103.74493985,-4.322705827083333,54.002926572643624,15.70117319111626,0.06450673425654821,t-FAPI3/t-FAPI3_al_combined_24__combined_strain_rattle_fa_rotation__sev-0.576__seed-new
t-FAPI3_al_combined_25__combined_strain_rattle_fa_rotation__sev-0.592__seed-new,t-FAPI3,active_learning,-108.62323108,-4.525967961666667,13.628603345644068,4.96687986277679,0.020550274372097495,t-FAPI3/t-FAPI3_al_combined_25__combined_strain_rattle_fa_rotation__sev-0.592__seed-new
t-FAPI3_al_global_rattle_01__global_rattle__sev-0.208__seed-new,t-FAPI3,active_learning,-109.38037435,-4.557515597916667,24.545665512081158,6.872439077495177,0.018959460608551654,t-FAPI3/t-FAPI3_al_global_rattle_01__global_rattle__sev-0.208__seed-new
t-FAPI3_al_global_rattle_02__global_rattle__sev-0.224__seed-new,t-FAPI3,active_learning,-107.75009249,-4.489587187083333,29.572978978637646,9.357953679629446,0.02451182707958286,t-FAPI3/t-FAPI3_al_global_rattle_02__global_rattle__sev-0.224__seed-new
t-FAPI3_al_global_rattle_03__global_rattle__sev-0.240__seed-parity,t-FAPI3,active_learning,-111.74942518,-4.6562260491666665,7.707387235991267,3.1949553430254993,0.010619036602534352,t-FAPI3/t-FAPI3_al_global_rattle_03__global_rattle__sev-0.240__seed-parity
t-FAPI3_al_global_rattle_04__global_rattle__sev-0.256__seed-new,t-FAPI3,active_learning,-108.39203962,-4.516334984166667,20.526296110680423,7.79312530408297,0.03209285411013283,t-FAPI3/t-FAPI3_al_global_rattle_04__global_rattle__sev-0.256__seed-new
t-FAPI3_al_global_rattle_05__global_rattle__sev-0.272__seed-new,t-FAPI3,active_learning,-110.00113807,-4.583380752916667,16.1961999539538,5.60552802284048,0.02159430863666239,t-FAPI3/t-FAPI3_al_global_rattle_05__global_rattle__sev-0.272__seed-new
t-FAPI3_al_global_rattle_06__global_rattle__sev-0.288__seed-new,t-FAPI3,active_learning,-109.82155585,-4.575898160416666,20.224812535516158,5.785536778960101,0.023582868729624645,t-FAPI3/t-FAPI3_al_global_rattle_06__global_rattle__sev-0.288__seed-new
t-FAPI3_al_global_rattle_07__global_rattle__sev-0.304__seed-new,t-FAPI3,active_learning,-109.14936347,-4.5478901445833335,13.548008123422335,5.08508607537399,0.01571302923982849,t-FAPI3/t-FAPI3_al_global_rattle_07__global_rattle__sev-0.304__seed-new
t-FAPI3_al_global_rattle_08__global_rattle__sev-0.320__seed-parity,t-FAPI3,active_learning,-109.33017388,-4.555423911666667,13.901119217800053,5.391742266275707,0.01700193907860074,t-FAPI3/t-FAPI3_al_global_rattle_08__global_rattle__sev-0.320__seed-parity
t-FAPI3_al_global_rattle_09__global_rattle__sev-0.336__seed-new,t-FAPI3,active_learning,-108.92013877,-4.538339115416666,28.039665505977915,8.938507908175389,0.036919362604645,t-FAPI3/t-FAPI3_al_global_rattle_09__global_rattle__sev-0.336__seed-new
t-FAPI3_al_global_rattle_10__global_rattle__sev-0.352__seed-new,t-FAPI3,active_learning,-109.34165671,-4.555902362916666,11.564475038011233,5.1294463944050595,0.022433186100327348,t-FAPI3/t-FAPI3_al_global_rattle_10__global_rattle__sev-0.352__seed-new
t-FAPI3_al_global_rattle_11__global_rattle__sev-0.368__seed-new,t-FAPI3,active_learning,-110.89679062,-4.6206996091666666,8.627817996009695,3.651806441530607,0.012468092119597604,t-FAPI3/t-FAPI3_al_global_rattle_11__global_rattle__sev-0.368__seed-new
t-FAPI3_al_global_rattle_12__global_rattle__sev-0.384__seed-new,t-FAPI3,active_learning,-105.8206158,-4.409192325,44.17879784901537,12.27489481795927,0.017825323506305904,t-FAPI3/t-FAPI3_al_global_rattle_12__global_rattle__sev-0.384__seed-new
t-FAPI3_al_global_rattle_13__global_rattle__sev-0.400__seed-parity,t-FAPI3,active_learning,-110.71344577,-4.613060240416667,8.708044346911809,3.6773759706370854,0.01891785754236366,t-FAPI3/t-FAPI3_al_global_rattle_13__global_rattle__sev-0.400__seed-parity
t-FAPI3_al_global_rattle_14__global_rattle__sev-0.416__seed-new,t-FAPI3,active_learning,-100.95704999,-4.206543749583333,62.306084479281296,18.957986523022694,0.0483268632152044,t-FAPI3/t-FAPI3_al_global_rattle_14__global_rattle__sev-0.416__seed-new
t-FAPI3_al_global_rattle_15__global_rattle__sev-0.432__seed-new,t-FAPI3,active_learning,-107.11092088,-4.462955036666666,31.318444950048228,9.615088029937604,0.06681599095894135,t-FAPI3/t-FAPI3_al_global_rattle_15__global_rattle__sev-0.432__seed-new
t-FAPI3_al_global_rattle_16__global_rattle__sev-0.448__seed-new,t-FAPI3,active_learning,-108.00278959,-4.500116232916667,16.09164746328901,6.838601869823176,0.02075390306431814,t-FAPI3/t-FAPI3_al_global_rattle_16__global_rattle__sev-0.448__seed-new
t-FAPI3_al_global_rattle_17__global_rattle__sev-0.464__seed-new,t-FAPI3,active_learning,-107.47908756,-4.4782953149999996,18.48339357855171,6.303341366445121,0.018982833169050823,t-FAPI3/t-FAPI3_al_global_rattle_17__global_rattle__sev-0.464__seed-new
t-FAPI3_al_global_rattle_18__global_rattle__sev-0.480__seed-parity,t-FAPI3,active_learning,-107.60080001,-4.483366667083334,21.446822893407784,8.553361796712602,0.03429903175878373,t-FAPI3/t-FAPI3_al_global_rattle_18__global_rattle__sev-0.480__seed-parity
t-FAPI3_al_global_rattle_19__global_rattle__sev-0.496__seed-new,t-FAPI3,active_learning,-106.21651055,-4.425687939583333,23.37459269097868,7.255262549861827,0.015233065495496712,t-FAPI3/t-FAPI3_al_global_rattle_19__global_rattle__sev-0.496__seed-new
t-FAPI3_al_global_rattle_20__global_rattle__sev-0.512__seed-new,t-FAPI3,active_learning,-109.51310037,-4.56304584875,13.464721654155374,4.9104270879125735,0.009574774079739213,t-FAPI3/t-FAPI3_al_global_rattle_20__global_rattle__sev-0.512__seed-new
t-FAPI3_al_global_rattle_21__global_rattle__sev-0.528__seed-new,t-FAPI3,active_learning,-109.56107623,-4.565044842916667,11.25387639246643,4.24895822753719,0.014388627103102467,t-FAPI3/t-FAPI3_al_global_rattle_21__global_rattle__sev-0.528__seed-new
t-FAPI3_al_global_rattle_22__global_rattle__sev-0.544__seed-new,t-FAPI3,active_learning,-105.66777903,-4.4028241262500005,24.617809733962712,9.30435398712643,0.03585212339530851,t-FAPI3/t-FAPI3_al_global_rattle_22__global_rattle__sev-0.544__seed-new
